"cnpj","endereco","numero","complemento","bairro","cd_municipio","uf","cep"
"04477963000131","SHIG/SUL QD 704 BL G CASA 67","67","","ASA SUL","9701","DF","70310500"
"04478034000147","SHC/NORTE, C L, QDA 303, BLOCO D, 34","34","LOJA - TERREO","ASA NORTE","9701","DF","70310500"
"04478043000138","QR 1-A CONJUNTO D LOTE 02","02","LOJA 02","CANDANGOLANDIA","9701","DF","71725100"
"04478411000148","QE 44 CONJUNTO X S/N","S/N","LOTE 28","GUARA II","9701","DF","71070237"
"04480089000191","QR 03","03","CONJ C LT 72 LOJA 01","CANDANGOLANDIA","9701","DF","71725250"
"04480116000126","29 LOTE 13 S/N","S/N","LOJA B ST CENTRAL COM","GAMA","9701","DF","72405290"
"51281646000125","CLSW 101 BLOCO B S/N","S/N","LOJA  22                  EDIF  MULTIPLUS","SETOR SUDOESTE","9701","DF","70670502"
"04482590000197","EQ 31/33 LOTE 05 CENTRO COMUNAL II SALA 208","208","","GUARA II","9701","DF","70310500"
"04482811000127","SAO PAULO QUADRA 18 LOTE 16","16","LOJA  04","PLANALTINA","9701","DF","73330007"
"59317683000158","MORRO DA CRUZ 17","17","COND 50;QUADRA 01;LOTE","RESIDENCIAL MORRO DA CRUZ (SAO SEBASTIAO)","9701","DF","71693500"
"21882671000101","JACARANDA 10","10","","SUL (AGUAS CLARAS)","9701","DF","71927540"
"04490780000156","QI 22 CONJUNTO U CASA 05","05","","GUARA I","9701","DF","71015218"
"31384453000192","HABITACIONAL SOL NASCENTE 3","3","","CEILANDIA SUL (CEILANDIA)","9701","DF","72236800"
"04491366000161","02 LOTE 30 - S/CENTRAL COMERCIAL B","B","LOJA","GAMA","9701","DF","72491010"
"04492681000103","CSB 03 LOTE 04 LOJA 18","18","","TAGUATINGA","9701","DF","72015535"
"04493096000128","QR 510 CONJUNTO 11 LOTE 02","02","","SAMAMBAIA","9701","DF","72314701"
"04493801000197","QNO 15  CONJUNTO  C  CASA 18","18","","CEILANDIA-DF","9701","DF","70310500"
"04496342000286","SHC AOS EA 6/8 BLOCO A LOJA 27 S/N","S/N","      TERREO","OCTOGONAL","9701","DF","70660685"
"04500191000101","QI 01 BLOCO A LOJA 01","01","","GUARA I","9701","DF","70310500"
"04500199000178","PARANOA CONJ. 17 LOTE 17","17","LOJA 01","PARANOA","9701","DF","71572315"
"04500354000156","TRANSVERSAL QUADRA 21 CONJUNTO M LOTE 15","15","","PARANOA","9701","DF","71572112"
"28794158000108","QUADRA 12 s/n","s/n","CASA 10a","VALE DAS ACACIAS (SOBRADINHO)","9701","DF","73086110"
"63473142000196","QR 604 CONJUNTO 2 14","14","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72322102"
"04509021000198","03 LOTE ESPECIAL 04","04","LOJA 10","SOBRADINHO","9701","DF","73070043"
"04509099000102","QE 08 CONJUNTO H S/N","S/N","CASA 04","GUARA","9701","DF","71010086"
"04510441000194","SCS QD 01 BLOCO E 30","30","SALA 110","ASA SUL","9701","DF","70310500"
"34990449000166","QR 317 CONJUNTO C SN","SN","CASA 09","SANTA MARIA","9701","DF","72547603"
"04512241000170","SHC/NORTE CL QUADRA 303 BLOCO A 50","50","SALA 113","ASA NORTE","9701","DF","70310500"
"04512435000176","ST HAB MEST DARMAS COND EST M DARMAS IV S/N","S/N","      MDULO 01            LOTE  02                  LOJA  01","PLANALTINA","9701","DF","73380400"
"04515209000149","QND 17 LOTE 02","02","","TAGUATINGA","9701","DF","72120170"
"04515231000199","CLSW 302 BLOCO B LOJA 79","79","","SUDOESTE","9701","DF","70310500"
"04515263000194","C O5 LOTE 02","02","LOJA 02","TAGUATINGA","9701","DF","71920540"
"33465525000151","QUADRA 1 CONJUNTO C 57","57","","SOBRADINHO","9701","DF","73020013"
"04516012000124","DAS CASTANHEIRAS S/N","S/N","LOTE  1060                EDIF  VILA MALL           SALA  08 E 09","NORTE (AGUAS CLARAS)","9701","DF","71900100"
"04521008000235","AEROPORTO INTERNACIONAL DE BRASILIA - LOJA 06","06","ANDAR TERRACO PANORAMICO","BARSILIA","9701","DF","71608900"
"26560580000327","SHCS CL QUADRA 114 S/N","S/N","BLOCO A                   LOJA  13 PARTE B","ASA SUL","9701","DF","70377510"
"04524403000190","SHIG/SUL QUADRA 708 BLOCO D CASA 12","12","","W 3 SUL","9701","DF","70310500"
"04524520000154","QNA 25 20","20","","TAGUATINGA","9701","DF","71920540"
"04527649000116","08, CL 17","17","SALA  101","SOBRADINHO","9701","DF","73005080"
"04528028000157","33 CONJUNTO B CASA  10"," 10","SETOR CENTRAL","GAMA","9701","DF","72491010"
"50959226000192","205 1","1","LOJA 14","SUL (AGUAS CLARAS)","9701","DF","71925000"
"23651976000120","RUA 8 CHACARA 230B 14","14","SALA 103","SETOR HABITACIONAL VICENTE PIRES","9701","DF","72007095"
"04541255000112","SCS QUADRA 06 BLOCO A 130","130","6 ANDAR","ASA SUL","9701","DF","70306901"
"04543627000140","QS QUADRA 04 CASA 02 PARTE SN","SN","CASA 02 PARTE","RIACHO FUNDO","9701","DF","73340030"
"53332107000101","QR 327 CONJUNTO 4 11","11","CASA","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72311104"
"04545474000170","SHCN QUADRA 105 BLOCO B LOJA 09 - SUBSOLO 11","11","","ASA NORTE","9701","DF","70734520"
"59318029000169","CLN 113 BLOCO B SL 35","SL 35","SALA 35","ASA NORTE","9701","DF","70763520"
"04554031000145","QE 03 LOTE 03","03","LOJA 04","LUCIO COSTA GUARA","9701","DF","71020090"
"13859040000135","QNM 36 CONJUNTO N LT 14","LT 14","","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72145614"
"13859560000148","QI 9","9","BLOCO B LOTES 05/11/17    LOJA  23","GUARA I","9701","DF","71020628"
"44545786000106","QUADRA 4 CONJUNTO K 22","22","","VEREDAS (BRAZLANDIA)","9701","DF","72725411"
"04570674000182","QNN 04 CONJUNTO B S/N","S/N","LOTE 53","CEILANDIA","9701","DF","72237100"
"04570977000103","SC/SUL QDA 02 BL C S/N","S/N","LOJA 156","ASA SUL","9701","DF","70317900"
"40535533000192","QUADRA 44 9","9","CONJ","SETOR LESTE (GAMA)","9701","DF","72440440"
"04575919000164","QR 217 CONJUNTO A LOTE 14","14","","SANTA MARIA","9701","DF","72501100"
"04576058000139","SEP/SUL EQ 712/912 CONJ. B BL.04 SL 303 S/N","S/N","","ASA SUL","9701","DF","70390125"
"04583048000120","QI 31 BLOCO A SALA 221","221","","GUARA","9701","DF","71090000"
"04585705000179","QE 04 CONJUNTO E CASA 05 S/N","S/N","","GUARA","9701","DF","71090000"
"43562509000130","QNM 34 CONJUNTO D 40","40","CASA","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72145404"
"04588748000108","QE 30 BLOCO A TERREO LOJA 26","26","COMERCIO LOCAL","GUARA II","9701","DF","71065610"
"04590336000102","SHC/SUL  CL QD  204 BLOCO  B LOJA  18 16","16","LOJA  02 SOBRELOJA","ASA SUL","9701","DF","70234520"
"04595694000108","3 AV. AREA ESPECIAL 02 LOTES K, L, M, N S/N","S/N","LOJA 07","N. BANDEIRANTE","9701","DF","71720585"
"04598790000100","AC AVENIDA DAS CASTANHEIRAS RUA 36 NORTE LOTE 5 LOJA 65 S/N","S/N","      PRIMEIRO PISO             SHOPPING QUE","AGUAS CLARAS","9701","DF","71900100"
"04601374000113","SLN 314 BLOCO A LOJA 51","51","","ASA NORTE","9701","DF","70767510"
"37661018000144","QN 414 04","04","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72320560"
"46657981000145","20 8","8","","SUL (AGUAS CLARAS)","9701","DF","71925360"
"04604566000183","DO PRODUTOR QUIOSQUE 21","21","VICENTE PIRES","TAGUATINGA","9701","DF","71095000"
"04604596000190","SHI/SUL QI 11 CL BLOCO J ENTRADA 15","15","SALA 08","LAGO SUL","9701","DF","71680603"
"04605833000137","SHI/SUL CL QI 07 BLOCO D S/N","S/N","LOJA 24","LAGO SUL","9701","DF","71615570"
"63183819000151","QR 317 CONJUNTO I 14","14","","SANTA MARIA","9701","DF","72547609"
"04607296000164","SHC NORTE CL QUADRA 116 BLOCO I LOJA 41","41","TERREO","ASA NORTE","9701","DF","70773590"
"26893668000107","QUADRA 13 CONJUNTO D 54","54","","SOBRADINHO","9701","DF","73040134"
"34659397000140","CLS 106 BLOCO A 25","25","LOJA","ASA SUL","9701","DF","70345510"
"41671544000162","CLN 408 BLOCO C 108","108","APT 108","ASA NORTE","9701","DF","70856530"
"35919193000163","CLS 205 BLOCO B 205","205","LOJA 37","ASA SUL","9701","DF","70235520"
"04610407000191","C. A. V. PIRES CH 159 LOTE 01 LOJA 06 S/N","S/N","","TAGUATINGA","9701","DF","71920540"
"04612803000158","CLN 03 BLOCO C LOTE 03 LOJA 04","04","","RIACHO FUNDO I","9701","DF","71805513"
"04613099000158","CENTRAL LOTE K LOJA 16","16","      VARANDAS SHOPPING","SOBRADINHO","9701","DF","73070043"
"04613180000138","11 AREA RESERVADA 02 LOJA 04","04","ED. RENASCER","SOBRADINHO","9701","DF","73040110"
"46764539000118","PRIVE MORADA SUL ETAPA C 8","8","","SETOR HABITACIONAL JARDIM BOTANICO","9701","DF","71680348"
"04615790000170","QI 06","06","BL B LOJA 37 PARTE B","GUARA I","9701","DF","71010625"
"04616015000130","SHC/NORTE CL QUADRA 115 BLOCO C 47","47","SALA 121","ASA NORTE","9701","DF","70772530"
"44857359000155","56 240","240","CASA 240","CENTRO (SAO SEBASTIAO)","9701","DF","71691019"
"12929429000147","QUADRA 6 248","248","","SETOR INDUSTRIAL (GAMA)","9701","DF","72445060"
"04618279000122","QN 09 CONJUNTO 02 LOTE 19","19","PARTE","RIACHO FUNDO I","9701","DF","71805802"
"04618288000113","CSB 02 LOTE 08 S/N","S/N","LOJA 09","TAGUATINGA SUL","9701","DF","72015525"
"04618303000123","SHCE/S QD 1205 CL BLOCO J S/N","S/N","LOJA  61","CRUZEIRO NOVO","9701","DF","70310500"
"04618581000180","CSB 03 LOTE 04","04","LOJA 16","TAGUATINGA","9701","DF","72139900"
"04619002000114","QNM 18 CONJUNTO B LOTE 01 LOJA 01","01","","CEILANDIA","9701","DF","72210180"
"04623637000195","QE 26 CONJUNTO J 14","14","","GUARA II","9701","DF","71060101"
"40692137000179","SCLRN 705 BLOCO A 15","15","LOJA 15","ASA NORTE","9701","DF","70730551"
"53333322000119","25 30","30","","SUL (AGUAS CLARAS)","9701","DF","71927180"
"43803880000147","101 CONJUNTO 04 LOTE 21","21","","SETOR RESIDENCIAL OESTE (SAO SEBASTIAO)","9701","DF","71692020"
"30133666000189","QUADRA 3 COMERCIO LOCAL 20","20","LOJA  02","SOBRADINHO","9701","DF","73031150"
"04627184000175","QE 13 BLOCO A LOJA 26","26","","GUARA II","9701","DF","71050610"
"04627442000113","08, LOTE 10","10","SETOR LESTE COMERCIAL","GAMA","9701","DF","72450080"
"04627715000120","07 CL 22","22","LOJA 05","SOBRADINHO","9701","DF","73035070"
"52707878000165","QS 408 CONJUNTO G 16","16","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72318597"
"04628867000147","BEROCAN, LOTE 256, LOJA 02","02","","NUCLEO BANDEIRANTE","9701","DF","71710300"
"04629048000114","SHC/SW CLSW 102 BLOCO B LOJA 66","66","","SUDOESTE","9701","DF","70310500"
"04629078000120","SHC/NORTE CL QD 311","311","BL B LJ 8 SUBSOLO","ASA NORTE","9701","DF","70757520"
"04631253000114","IMPERIO NOBRES QD 04 CONJ F LOTE 55","55","","SOBRADINHO","9701","DF","73020010"
"04634071000105","SCS QUADRA 07 BLOCO A BOX SS 07 S/N","S/N","1 SUBSOLO","ASA SUL","9701","DF","70333900"
"04636432000144","QE 17 BLOCO A LOJA 26 26","26","","GUARA II","9701","DF","71050612"
"28412475000104","PRIVE I QUADRA 1 CONJUNTO J 04","04","","SETOR DE MANSOES DO LAGO NORTE","9701","DF","71539055"
"04641201000129","CNA 02 LOTE 10 LOJA 04","04","","TAGUATINGA","9701","DF","72110025"
"04643047000124","EQNM 34/36 BLOCO F LOTE 04","04","LOJA  01","TAGUATINGA","9701","DF","72145506"
"04643103000120","CNB 10 LOTE 01 BLOCO A LOJA 07","07","","TAGUATINGA","9701","DF","72115105"
"04644645000118","CSC 02","02","LOTE 01 LOJA 03","TAGUATINGA","9701","DF","72015000"
"04644653000164","QR 412 CONJUNTO 01 CASA 18","18","","SAMAMBAIA","9701","DF","72320101"
"04646516000169","QS 06 CONJUNTO 03 CASA 35 LOJA 03","03","","RIACHO FUNDO","9701","DF","71810100"
"04652074000163","PARANOA CONJUNTO 17","17","LOTE26 LOJA 02","PARANOA","9701","DF","71570050"
"43105028000104","QUADRA 4 CONJUNTO 13 19","19","","SETOR NORTE (VILA ESTRUTURAL)","9701","DF","71258415"
"21860304000107","QR 1031 CONJUNTO 11 15","15","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72339041"
"04654283000146","QE 13 CONJUNTO A CASA 19","19","","GUARA II","9701","DF","71050011"
"41448649000157","SETOR N QNN 31 AE A S/N","S/N","LOJA  40 A 42","CEILANDIA","9701","DF","72225311"
"24620140000120","SHCES Quadra 501 BLOCO A 301","301","","CRUZEIRO NOVO","9701","DF","70650511"
"30429475000169","RUA 6 CHACARA 265 107","107","","SETOR HABITACIONAL VICENTE PIRES","9701","DF","72006555"
"47864212000180","PAU BRASIL 10","10","SALA  401","SUL (AGUAS CLARAS)","9701","DF","71926000"
"04663236000169","12 LOTE 20 LOA A","A","SETOR CENTRAL COMERCIAL","GAMA","9701","DF","72405120"
"04664952000160","DO CRAVO LOTE 2 LOJA 05","05","DVO","GAMA","9701","DF","72491010"
"04668092000133","SHIS CL QI 11 BLOCO M LOJA 02","02","","LAGO SUL","9701","DF","71625500"
"04668171000144","SHCG/NORTE CLR QUADRA 714 BLOCO E LOJA 12","12","","ASA NORTE","9701","DF","70760555"
"04668401000175","300 CONJUNTO 22 LOTE 13","13","","RECANTO DAS EMAS","9701","DF","72620100"
"04668664000184","PARANOA CONJUNTO 22 LOTE 13","13","LOJA 01","PARANOA","9701","DF","71573030"
"30486819000171","EQ 09/10 BLOCO E (AV. DAS PAINEIRAS) S/N","S/N","BLOCO E                   EDIF  JB3                 SALA  102","SETOR HABITACIONAL JARDIM BOTANICO","9701","DF","71681525"
"04672197000166","QI 07 CONJUNTO L CASA 32","32","","GUARA","9701","DF","71020126"
"04673402000108","02 LOTE 20 SALAS 03/08 SOBRELOJA S/N","S/N","SETOR CENTRAL","GAMA","9701","DF","72491010"
"04676249000172","3 AVENIDA LOTE 1040 B LOJA 01","01","","NUCLEO BANDEIRANTE","9701","DF","71710020"
"04676253000130","SHL/SUL QUADRA 716 CONJUNTO L BLOCO 02 S/N","S/N","SALA 407","ASA SUL","9701","DF","70390700"
"23771483000123","QR 100 CONJUNTO E 13","13","","SANTA MARIA","9701","DF","72500408"
"04676944000134","SHC/NORTE CL QUADRA  316 BLOCO B S/N","S/N","LOJA 115 SUBSOLO","ASA NORTE","9701","DF","70310500"
"22195059000115","QR 118 CONJUNTO S 203","203","LOTE 27 AP","SANTA MARIA","9701","DF","72548419"
"04679153000168","QR 318 CONJ B CASA 28","28","","SANTA MARIA","9701","DF","72501100"
"04679187000152","CND 01 LOTE 01 S/N","S/N","LOJA 02","TAGUATINGA","9701","DF","72120015"
"04680035000170","SC/NORTE QUADRA 05 BLOCO A 50","50","SALA 1030","ASA NORTE","9701","DF","70715900"
"14742013000140","SIA TRECHO 3 113","113","EDIF TAYA","ZONA INDUSTRIAL (GUARA)","9701","DF","71200030"
"22100726000139","EQ 42/44 22","22","BLOCO A;LOJA 22","GUARA II","9701","DF","71070425"
"45652308000150","QMS 30A 4","4","BLOCO I LOTE 4","SETOR DE MANSOES DE SOBRADINHO","9701","DF","73081430"
"48631781000149","QE 34 CONJUNTO B 29","29","CASA 29","GUARA II","9701","DF","71065022"
"04684487000120","SHC/NORTE CL QDA 312 BLOCO D LOJA  49 S/N","S/N","TERREO","ASA NORTE","9701","DF","70310500"
"48652350000169","QNN 17 CONJUNTO D 37","37","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72225174"
"24991560000113","CLNW 10/11 LOTE D 222","222","","SETOR NOROESTE","9701","DF","70686620"
"04691925000187","CNA 2","2","LOTE 10 LOJA 2","TAGUATINGA","9701","DF","72110025"
"04692094000168","QE 32 BLOCO A S/N","S/N","LOJA 07","GUARA II","9701","DF","70351525"
"04694146000135","SHC/SW CLSW 103","103","BL. A LOJA 33","SUDOESTE","9701","DF","70310500"
"04694177000196","SHC/NORTE CL QUADRA 314 BLOCO C S/N","S/N","LOJA 27","ASA NORTE","9701","DF","70767530"
"04699168000198","QR 402","402","CONJ. L LOTE 23","SANTA MARIA","9701","DF","72502612"
"04703202000150","SHI/SUL C. L. QI 29 BLOCO C LOJA 38 S/N","S/N","","LAGO SUL","9701","DF","71675205"
"04703217000119","SEP SUL EQ 710/910 CONJUNTO D LOJA 21","21","","ASA SUL","9701","DF","70390108"
"04703313000167","QE 38 CONJUNTO B CASA 20","20","","GUARA 2","9701","DF","71070020"
"04704613000160","14 CONJUNTO A/B CL 18","18","LOJA 02","SOBRADINHO","9701","DF","73050140"
"04704636000175","08 CL 02","02","LOJA 07","SOBRADINHO","9701","DF","73005080"
"53246055000142","CSG 10 18","18","","TAGUATINGA SUL (TAGUATINGA)","9701","DF","72035510"
"04709223000183","SHC/NORTE CL QUADRA 112 BLOCO A LOJA 34 S/N","S/N","","ASA NORTE","9701","DF","70310500"
"04709431000182","04 CONJUNTO D LOTE 01 LOJA 03","03","","CANDANGOLANDIA","9701","DF","71725250"
"04709647000148","SHC/SUL CR QUADRA 509 BLOCO C NUM 49 SL. 01","01","","ASA SUL","9701","DF","70310500"
"04711890000109","SCE/SUL TRECHO 02 CONJUNTO 32","32","PARTE LOJA 02 A 2","ASA SUL","9701","DF","71200010"
"04712211000108","QR 116 CONJUNTO K CASA 03","03","","SANTA MARIA","9701","DF","72503230"
"04712443000166","QE 26 BLOCO B SALA 116","116","","GUARA II","9701","DF","71060191"
"04714356000148","QURADRA  41  LOTE 04","04","LJ. 03 ST. LESTE COML","GAMA","9701","DF","72491010"
"04714619000119","TRANSVERSAL QD 21 CONJ N LT 19","19","LOJA 01","PARANOA","9701","DF","71572114"
"52403785000147","SEPS EQ 710/910 CONJUNTO D SN","SN","LOJA  18","ASA SUL","9701","DF","70390108"
"47026775000108","QR 406 CONJUNTO 18 11","11","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72318219"
"04719911000124","SHS QUADRA 05 BLOCO H S/N","S/N","LOJA 03","ASA SUL","9701","DF","70310500"
"04722130000199","SHC/NORTE CL QUADRA 313 BLOCO D LOJA 50","50","","ASA NORTE","9701","DF","70765540"
"04722225000102","SHCN-CL QD 315 BLOCO B LOJAS  74 E 78 S/N","S/N","","ASA NORTE","9701","DF","70774520"
"04724283000175","SHC/SW, CLSW 101, BLOCO A S/N","S/N","LOJA 12","SETOR SUDOESTE","9701","DF","70680550"
"04724386000135","08 BLOCO 19 LOTE 05 LOJA 02","02","","SOBRADINHO","9701","DF","73005080"
"04728387000158","SHCGN CR QUADRA 716 BLOCO H S/N","S/N","LOJA 20","ASA NORTE","9701","DF","70770680"
"04733273000104","AC AVENIDA DAS ARAUCARIAS LOTE 305 LOJA 20","20","TERREO","AGUAS CLARAS","9701","DF","71936250"
"37052108000219","B SUL CSB 10 LOTE 2/3","2/3","LOJA  02","TAGUATINGA SUL (TAGUATINGA)","9701","DF","72015605"
"04738056000107","LOTE A BLOCO A 4","4","SALA  108","GUARA","9701","DF","71070970"
"50930001000103","CHACARA 38 38","38","CASA;LOTE 5B;CASA;CASA","SETOR HABITACIONAL VICENTE PIRES - TRECHO 3","9701","DF","72001405"
"04739544000120","SHC/SUL CL QD 104 BLOCO C LOJA 09","09","","ASA SUL","9701","DF","70343530"
"04741189000124","QSF 14 LOTE 101","101","LOJA 02","TAGUATINGA","9701","DF","71920540"
"69097689000110","1 RUA A 11","11","","RESIDENCIAL NOVA PLANALTINA (PLANALTINA)","9701","DF","73401003"
"43190808000191","SHIN CA 01 LOTE A BLOCO A LOJA 107 SN","SN","TERREOLAGO NORTE","SETOR DE HABITACOES INDIVIDUAIS NORTE","9701","DF","71503501"
"04745422000147","QE 30 BLOCO A S/N","S/N","LOJA 22","GUARA II","9701","DF","71065610"
"04747934000142","24 LOTE 10","10","LJ A ST LESTE COML","GAMA","9701","DF","72491010"
"37824270000127","QNJ 30 03","03","LOTE 01","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72140300"
"59319599000173","2 CONJUNTO D/E LT C","LT C","SALA  5 E 6","SOBRADINHO","9701","DF","73015595"
"04750470000123","18 LOJA  B LOTE 16","16","SETOR LESTE COML","GAMA","9701","DF","72460180"
"04750896000187","C 12 BLOCO N LOJA 16 16","16","","TAGUATINGA","9701","DF","72010120"
"24635119000107","SRES QUADRA 10 BLOCO X 05","05","CASA FUNDOS","CRUZEIRO VELHO","9701","DF","70645240"
"04752649000110","SC/SUL QUADRA 07 BLOCO A 100","100","SALA 515","ASA SUL","9701","DF","70310500"
"04752652000133","SHCSW QRSW 04 LOJA 20 01","01","COMERCIO LOCAL","SUDOESTE","9701","DF","70670100"
"04753227000169","CLN 05 BLOCO E LOTE 01","01","LOJA 02","RIACHO FUNDO I","9701","DF","71805525"
"04755180000172","04 LOTE 08 LOJA B S/N","S/N","SETOR OESTE","GAMA","9701","DF","72425040"
"04755247000179","QNF 14, LOTE 02 S/N","S/N","PARTE - A","TAGUATINGA","9701","DF","72125640"
"04757189000112","QE 46 CONJUNTO N CASA 11","11","","GUARA 2","9701","DF","71070148"
"04761980000104","SHC/NORTE CL QUADRA 114 BLOCO C LOJA 56","56","TERREO","ASA NORTE","9701","DF","70764530"
"23635565000140","QN 14B 9","9","CONJ 6 ;CASA","RIACHO FUNDO II","9701","DF","71881120"
"04763859000103","QNM 12 VIA NM 12A LOTES 18 E 20 S/N","S/N","BOX F-219/G-245","CEILANDIA","9701","DF","72210120"
"04764749000166","11 LOTE 35 LOJA 01","01","SETOR CENTRAL COML","GAMA","9701","DF","72405110"
"04765865000108","SHI/SUL CL QI 11 BLOCO R S/N","S/N","SALA 209","LAGO SUL","9701","DF","71625205"
"04765870000102","QE 05 CONJUNTO B CASA 25","25","","GUARA I","9701","DF","71020025"
"04766060000170","QNM 36 CONJUNTO K LOTE 48 LOJA 04","04","","TAGUATINGA","9701","DF","72145611"
"04770478000151","QE 28 CONJUNTO K CASA 17","17","","GUARA II","9701","DF","71060112"
"04771108000139","QNA  05  LOTE 33 LOJA 05","05","","TAGUATINGA","9701","DF","71920540"
"63011493000185","13 MODULO 8 25A","25A","","SETOR HABITACIONAL MESTRE D'ARMAS (PLANALTINA)","9701","DF","73401421"
"50930865000125","QS 4 CONJUNTO 1 02","02","","RIACHO FUNDO I","9701","DF","71820401"
"04776301000162","SHC/S CL 315 BL D LJ 35/37","35/37","TERREO","ASA SUL","9701","DF","70310500"
"04776342000159","SHI/SUL C.L QI 13 BLOCO J LOJAS S/N","S/N","1 E 2","LAGO SUL","9701","DF","71625500"
"38313942000100","QN 207 -","-","CONJ 1;LOTE 31","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72341350"
"04779967000174","SHI/SUL QI 26 BL E SL 213 S/N","S/N","","LAGO SUL","9701","DF","71680603"
"04780055000112","SHC/SUL EQ 414/415 S/N","S/N","BLOCO A LOJA 254 TERR","ASA SUL","9701","DF","70297400"
"04780340000133","SHCS -CL  QUADRA 407 BLOCO A LOJA 20","20","","ASA SUL","9701","DF","70256000"
"04783888000137","38 LOTE 13 LOJA B S/N","S/N","SETOR LESTE COMERCIAL","GAMA","9701","DF","72465380"
"63011594000156","QR 210 CONJUNTO 11 SN","SN","CASA 07","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72316212"
"04784886000243","SC/SUL QUADRA 02 BLOCO C 180","180","SALA  201                       EDIFICIO CEDRO II","ASA SUL","9701","DF","70314900"
"04784889000104","IMPERIO DOS NOBRES LT 14 E 16 LOJA 2","2","","SOBRADINHO","9701","DF","73020010"
"04785005000128","SHCNORTE CL QUADRA 215 BLOCO B 49","49","LOJA 105 SUBSOLO","ASA NORTE","9701","DF","70874520"
"04786898000126","AE 04 LT I /J BL 02","02","APT   801","GUARA II","9701","DF","71070904"
"04787114000184","CLN 305 BLOCO B 40","40",": E 42 SUBSOLO;","ASA NORTE","9701","DF","70737520"
"04792550000141","34 LOTE 03","03","SETOR LESTE","GAMA","9701","DF","72460340"
"04792615000159","05 LOTE 14","14","SETOR LESTE COMERCIAL","GAMA","9701","DF","72450050"
"04794859000170","SHC SW CLSW 102 BLOCO A LOJA 02","02","","BRASILIA","9701","DF","70310500"
